City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Noumea,-22.2763,166.4572,80.58,74,96,5.46,NC,2022-02-01 21:22:57
294,Kavaratti,10.5669,72.642,79.95,71,2,9.42,IN,2022-02-01 21:19:16
295,Okitipupa,6.5047,4.7839,70.56,73,0,3.13,NG,2022-02-01 21:22:58
296,Iskilip,40.7353,34.4739,32.38,98,100,4.61,TR,2022-02-01 21:22:58
297,Hamilton,39.1834,-84.5333,61.65,38,0,10.36,US,2022-02-01 21:22:59
298,Port Shepstone,-30.7414,30.455,77.59,89,100,13.96,ZA,2022-02-01 21:22:59
299,Bambanglipuro,-7.95,110.2833,61.61,86,71,4.23,ID,2022-02-01 21:23:00
300,Itarema,-2.9248,-39.9167,80.71,76,100,14.97,BR,2022-02-01 21:19:00
301,Ossora,59.2353,163.0719,21.96,92,100,14.41,RU,2022-02-01 21:23:01
302,Hervey Bay,-25.2986,152.8535,83.03,78,100,12.5,AU,2022-02-01 21:23:01
303,Meulaboh,4.1363,96.1285,75.2,88,91,4.16,ID,2022-02-01 21:23:01
304,Tuatapere,-46.1333,167.6833,72.82,77,97,7.45,NZ,2022-02-01 21:23:02
305,Grand Forks,47.9417,-97.4337,6.78,71,100,27.63,US,2022-02-01 21:18:34
306,Guerrero Negro,27.9769,-114.0611,64.42,57,100,12.44,MX,2022-02-01 21:23:03
307,Victoria,22.2855,114.1577,60.94,93,100,3.0,HK,2022-02-01 21:23:03
308,Ludwigslust,53.3167,11.5,43.83,73,98,21.83,DE,2022-02-01 21:23:04
309,Ratnagiri,16.9833,73.3,71.51,69,5,7.65,IN,2022-02-01 21:23:04
310,Hisar,29.1667,75.7167,52.57,58,0,4.74,IN,2022-02-01 21:23:05
311,Mossendjo,-2.9506,12.7261,70.66,98,46,3.51,CG,2022-02-01 21:23:05
312,Rio Casca,-20.2261,-42.6508,76.37,86,96,0.63,BR,2022-02-01 21:23:06
313,Tarabuco,-19.1667,-64.9167,48.94,78,100,2.86,BO,2022-02-01 21:23:06
314,Gao,16.6362,1.637,68.07,10,66,9.62,ML,2022-02-01 21:23:07
315,Moussoro,13.6408,16.4901,64.0,14,1,10.54,TD,2022-02-01 21:23:08
316,Namibe,-15.1961,12.1522,73.13,70,24,11.59,AO,2022-02-01 21:24:08
317,Morden,49.1919,-98.1014,4.86,78,100,10.36,CA,2022-02-01 21:24:09
318,Quelimane,-17.8786,36.8883,80.55,83,0,2.3,MZ,2022-02-01 21:24:09
319,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,100,100,26.84,RU,2022-02-01 21:24:10
320,Vanimo,-2.6741,141.3028,76.53,86,100,5.75,PG,2022-02-01 21:24:10
321,Bonfim,3.0833,-59.95,84.15,40,83,3.98,BR,2022-02-01 21:24:11
322,Karasjok,69.4719,25.5112,5.11,99,97,2.3,NO,2022-02-01 21:24:11
323,Kalmunai,7.4167,81.8167,73.09,76,0,3.33,LK,2022-02-01 21:24:12
324,Galeana,24.8333,-100.0667,72.32,19,0,3.98,MX,2022-02-01 21:24:12
325,Sitka,57.0531,-135.33,33.69,69,75,4.61,US,2022-02-01 21:24:13
326,Rincon,32.296,-81.2354,66.38,56,20,1.01,US,2022-02-01 21:24:13
327,Harihar,14.5167,75.8,69.39,38,2,4.12,IN,2022-02-01 21:22:57
328,San Patricio,28.017,-97.5169,77.09,47,5,1.7,US,2022-02-01 21:24:14
329,Tiksi,71.6872,128.8694,-13.72,99,100,4.5,RU,2022-02-01 21:24:14
330,Belomorsk,64.5232,34.7668,13.66,95,100,7.27,RU,2022-02-01 21:24:15
331,Dzaoudzi,-12.7887,45.2699,80.49,83,0,6.91,YT,2022-02-01 21:24:15
332,Tigre,-34.426,-58.5796,88.27,45,0,8.05,AR,2022-02-01 21:24:16
333,Yelan-Kolenovskiy,51.1632,41.151,22.44,95,71,9.62,RU,2022-02-01 21:24:16
334,Sao Filipe,14.8961,-24.4956,74.73,75,84,2.42,CV,2022-02-01 21:24:17
335,Saint-Denis,48.9167,2.3333,51.39,90,100,7.0,FR,2022-02-01 21:24:17
336,Nouadhibou,20.931,-17.0347,71.58,53,91,12.66,MR,2022-02-01 21:24:18
337,Voh,-20.9667,164.7,81.73,70,31,4.83,NC,2022-02-01 21:24:18
338,Knysna,-34.0363,23.0471,75.29,82,35,2.95,ZA,2022-02-01 21:24:19
339,Malpura,26.2833,75.3833,58.08,42,0,5.06,IN,2022-02-01 21:24:19
340,Awash,8.9833,40.1667,72.72,34,42,3.49,ET,2022-02-01 21:24:20
341,Turukhansk,65.8167,87.9833,7.95,94,100,8.61,RU,2022-02-01 21:24:20
342,Leeton,-34.5667,146.4,59.05,67,1,9.22,AU,2022-02-01 21:24:21
343,Lazaro Cardenas,17.9583,-102.2,80.98,59,4,9.86,MX,2022-02-01 21:24:21
344,Elliot,-31.3333,27.85,63.12,87,100,4.72,ZA,2022-02-01 21:24:22
345,Nago,26.5881,127.9761,63.45,71,91,11.56,JP,2022-02-01 21:24:22
346,Pineville,31.3224,-92.4343,67.89,73,75,8.01,US,2022-02-01 21:24:23
347,Santa Isabel Do Rio Negro,-0.4139,-65.0192,83.05,77,100,2.59,BR,2022-02-01 21:24:23
348,Chokurdakh,70.6333,147.9167,-18.54,97,100,3.56,RU,2022-02-01 21:24:24
349,Porto Novo,6.4965,2.6036,82.22,68,40,5.53,BJ,2022-02-01 21:24:24
350,Sistranda,63.7256,8.834,23.9,63,100,6.49,NO,2022-02-01 21:20:09
351,Bawal,28.0833,76.5833,51.26,66,0,3.51,IN,2022-02-01 21:24:25
352,Taree,-31.9,152.4667,77.11,94,100,4.61,AU,2022-02-01 21:24:25
353,Mahon,39.8885,4.2658,52.36,71,20,10.36,ES,2022-02-01 21:24:26
354,Coahuayana,18.7333,-103.6833,87.28,38,0,7.78,MX,2022-02-01 21:23:15
355,Teahupoo,-17.8333,-149.2667,80.56,76,29,21.41,PF,2022-02-01 21:23:10
356,Margate,51.3813,1.3862,52.03,74,98,5.01,GB,2022-02-01 21:24:27
357,Valente,-11.4122,-39.4619,85.46,44,29,10.04,BR,2022-02-01 21:24:28
358,Morant Bay,17.8815,-76.4093,82.02,71,13,9.46,JM,2022-02-01 21:24:28
359,Krasnyye Chetai,55.6887,46.1386,27.66,96,100,11.97,RU,2022-02-01 21:24:29
360,Uitenhage,-33.7576,25.3971,76.59,73,100,5.64,ZA,2022-02-01 21:24:29
361,Berbera,10.4396,45.0143,77.25,81,44,5.64,SO,2022-02-01 21:24:30
362,Melo,-32.3667,-54.1833,86.86,20,0,6.04,UY,2022-02-01 21:24:30
363,Port-Gentil,-0.7193,8.7815,82.36,83,40,8.05,GA,2022-02-01 21:25:31
364,Metro,-5.1131,105.3067,73.53,97,100,3.27,ID,2022-02-01 21:25:31
365,Bulgan,48.8125,103.5347,-8.72,86,22,4.27,MN,2022-02-01 21:25:32
366,Nakusp,50.2499,-117.8023,34.14,60,97,3.44,CA,2022-02-01 21:25:33
367,Langarud,37.197,50.1535,44.58,61,0,3.36,IR,2022-02-01 21:25:33
368,Salinopolis,-0.6136,-47.3561,80.47,82,74,11.21,BR,2022-02-01 21:25:34
369,Dera Bugti,29.0307,69.151,60.15,29,0,1.79,PK,2022-02-01 21:25:34
370,Seoul,37.5683,126.9778,26.11,86,40,3.44,KR,2022-02-01 21:24:17
371,Linhares,-19.3911,-40.0722,79.03,86,100,5.44,BR,2022-02-01 21:22:26
372,Kikwit,-5.041,18.8162,73.83,74,48,0.92,CD,2022-02-01 21:25:35
373,Raudeberg,61.9875,5.1352,38.07,82,99,3.0,NO,2022-02-01 21:23:19
374,Srivardhan,18.0333,73.0167,70.32,72,3,7.29,IN,2022-02-01 21:25:36
375,Hirara,24.8,125.2833,68.94,69,73,19.08,JP,2022-02-01 21:25:37
376,Port Augusta,-32.5,137.7667,60.94,46,99,15.93,AU,2022-02-01 21:25:37
377,Jacareacanga,-6.2222,-57.7528,79.59,89,100,3.06,BR,2022-02-01 21:25:38
378,Samarai,-10.6167,150.6667,80.87,79,99,12.24,PG,2022-02-01 21:25:38
379,Maragogi,-9.0122,-35.2225,80.15,76,42,7.05,BR,2022-02-01 21:25:39
380,Besleney,44.2405,41.7387,30.45,89,100,4.12,RU,2022-02-01 21:25:39
381,Hobyo,5.3505,48.5268,77.79,83,100,18.03,SO,2022-02-01 21:25:39
382,Taksimo,56.3444,114.8794,-18.15,95,90,2.15,RU,2022-02-01 21:25:40
383,Kamaishi,39.2667,141.8833,30.54,69,51,6.11,JP,2022-02-01 21:25:16
384,Guozhen,34.3659,107.359,27.81,83,96,2.98,CN,2022-02-01 21:25:41
385,Kununurra,-15.7667,128.7333,78.78,89,75,10.36,AU,2022-02-01 21:25:41
386,Naron,43.5167,-8.1528,52.59,86,1,8.39,ES,2022-02-01 21:25:42
387,Ust-Tsilma,65.441,52.1498,4.82,96,98,5.57,RU,2022-02-01 21:25:42
388,Klyuchevskiy,53.5317,119.4519,-12.3,94,98,4.14,RU,2022-02-01 21:25:43
389,Quito,-0.2299,-78.5249,59.95,82,99,3.38,EC,2022-02-01 21:25:43
390,Labuhan,-6.8844,112.2051,76.77,89,88,5.95,ID,2022-02-01 21:25:44
391,Vila Do Maio,15.1333,-23.2167,74.19,80,100,8.59,CV,2022-02-01 21:25:44
392,Vestmanna,62.1564,-7.1664,32.92,80,75,10.36,FO,2022-02-01 21:25:45
393,Gizo,-8.103,156.8419,82.92,77,98,7.92,SB,2022-02-01 21:25:09
394,Palasbari,26.1361,91.5486,54.66,93,95,5.95,IN,2022-02-01 21:25:46
395,Mogadishu,2.0371,45.3438,78.19,88,100,19.3,SO,2022-02-01 21:25:46
396,Vestmannaeyjar,63.4427,-20.2734,35.35,80,100,12.64,IS,2022-02-01 21:25:47
397,Hay River,60.8156,-115.7999,-18.42,63,20,12.66,CA,2022-02-01 21:25:47
398,Jalesar,27.4833,78.3167,52.0,70,0,7.16,IN,2022-02-01 21:25:48
399,Havre-Saint-Pierre,50.2334,-63.5986,10.4,60,0,3.44,CA,2022-02-01 21:25:49
400,Puerto Narino,-3.7703,-70.3831,91.35,59,84,1.3,CO,2022-02-01 21:25:49
401,Petatlan,17.5167,-101.2667,85.8,49,6,8.57,MX,2022-02-01 21:25:50
402,Orel-Izumrud,43.4583,39.9244,44.62,70,100,7.0,RU,2022-02-01 21:25:50
403,Naze,28.3667,129.4833,55.6,72,100,10.87,JP,2022-02-01 21:25:51
404,Saint-Paul,-21.0096,55.2707,82.49,85,97,8.43,RE,2022-02-01 21:25:51
405,Tezu,27.9167,96.1667,53.02,91,100,2.28,IN,2022-02-01 21:25:52
406,Ostrovnoy,68.0531,39.5131,17.56,92,100,7.38,RU,2022-02-01 21:25:42
407,Aguimes,27.9054,-15.4461,63.66,80,20,3.44,ES,2022-02-01 21:26:53
408,Saint Anthony,45.0205,-93.218,17.92,62,0,7.0,US,2022-02-01 21:26:53
409,Kavieng,-2.5744,150.7967,79.02,82,100,6.06,PG,2022-02-01 21:23:10
410,Moses Lake,47.1301,-119.2781,41.18,60,20,5.75,US,2022-02-01 21:22:55
411,Turayf,31.6725,38.6637,44.85,70,20,0.0,SA,2022-02-01 21:26:54
412,Buraydah,26.326,43.975,48.65,38,0,8.28,SA,2022-02-01 21:26:55
413,Washougal,45.5826,-122.3534,47.1,91,100,10.36,US,2022-02-01 21:26:55
414,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,81.73,74,100,0.58,BR,2022-02-01 21:26:56
415,Ayan,56.45,138.1667,-2.79,71,88,12.75,RU,2022-02-01 21:26:56
416,Zuwarah,32.9312,12.082,55.2,55,82,26.31,LY,2022-02-01 21:26:57
417,Alugan,12.2188,125.4808,77.7,85,100,10.16,PH,2022-02-01 21:26:57
418,San Jeronimo,-11.9472,-75.2829,53.76,78,100,5.5,PE,2022-02-01 21:26:57
419,Kongsberg,59.6652,9.6465,26.98,96,100,2.33,NO,2022-02-01 21:26:58
420,Severodvinsk,64.5635,39.8302,8.71,95,100,6.93,RU,2022-02-01 21:26:58
421,Burkburnett,34.0979,-98.5706,71.35,38,75,5.99,US,2022-02-01 21:26:59
422,Mujiayingzi,42.1167,118.7833,8.19,59,0,6.46,CN,2022-02-01 21:26:59
423,Shelburne,44.0787,-80.2041,36.23,61,100,19.15,CA,2022-02-01 21:27:00
424,Casablanca,33.5928,-7.6192,60.33,67,0,5.99,MA,2022-02-01 21:27:00
425,Laguna,38.421,-121.4238,62.44,29,0,10.0,US,2022-02-01 21:27:01
426,Yerbogachen,61.2767,108.0108,-30.08,100,50,1.95,RU,2022-02-01 21:27:01
427,Pangnirtung,66.1451,-65.7125,-27.4,75,20,0.0,CA,2022-02-01 21:27:02
428,Kabanjahe,3.1001,98.4908,62.4,97,92,3.06,ID,2022-02-01 21:27:02
429,Shumskiy,54.8318,99.1328,-4.14,98,77,2.35,RU,2022-02-01 21:27:03
430,Cabo San Lucas,22.8909,-109.9124,76.6,50,0,7.0,MX,2022-02-01 21:27:03
431,Bilma,18.6853,12.9164,58.78,20,0,6.55,NE,2022-02-01 21:27:04
432,Jagdalpur,19.0667,82.0333,57.4,38,0,3.18,IN,2022-02-01 21:27:04
433,Zhezkazgan,47.8043,67.7144,5.67,95,56,7.99,KZ,2022-02-01 21:27:05
434,Tual,-5.6667,132.75,81.39,78,97,8.99,ID,2022-02-01 21:27:06
435,Abonnema,4.7084,6.7931,80.33,66,38,8.05,NG,2022-02-01 21:27:06
436,Meadow Lake,34.8014,-106.5436,52.48,26,100,5.91,US,2022-02-01 21:24:33
437,Mareeba,-17.0,145.4333,75.92,96,82,3.47,AU,2022-02-01 21:27:07
438,Bundaberg,-24.85,152.35,83.21,84,75,5.01,AU,2022-02-01 21:27:07
439,Somme-Leuze,50.337,5.3671,48.76,89,99,15.39,BE,2022-02-01 21:27:08
440,Portland,45.5234,-122.6762,47.25,87,75,1.01,US,2022-02-01 21:23:02
441,Iquique,-20.2208,-70.1431,73.44,70,13,7.29,CL,2022-02-01 21:27:09
442,Champerico,14.3,-91.9167,85.77,54,1,12.15,GT,2022-02-01 21:27:09
443,Suhut,38.5311,30.5458,32.85,91,100,6.46,TR,2022-02-01 21:27:10
444,Souillac,-20.5167,57.5167,79.36,100,75,18.41,MU,2022-02-01 21:27:10
445,Guarda,40.5373,-7.2658,40.06,79,0,8.37,PT,2022-02-01 21:27:11
446,Broome,42.2506,-75.833,36.21,54,0,5.01,US,2022-02-01 21:27:11
447,Presidencia Roque Saenz Pena,-26.7852,-60.4388,105.21,10,4,8.43,AR,2022-02-01 21:27:12
448,Iwanai,42.9744,140.5089,25.88,82,100,8.21,JP,2022-02-01 21:27:12
449,Luanda,-8.8368,13.2343,76.8,78,75,11.52,AO,2022-02-01 21:27:13
450,Zhangye,38.9342,100.4517,18.64,31,81,3.27,CN,2022-02-01 21:27:13
451,Spring Hill,28.4769,-82.5255,74.01,39,0,1.99,US,2022-02-01 21:24:35
452,Vao,-22.6667,167.4833,77.76,82,29,15.26,NC,2022-02-01 21:27:14
453,Macheng,31.1783,115.0319,36.82,73,100,5.77,CN,2022-02-01 21:27:15
454,Baiao,-2.7906,-49.6717,77.32,91,88,3.47,BR,2022-02-01 21:28:15
455,Tromso,69.6496,18.957,17.62,62,0,5.75,NO,2022-02-01 21:28:16
456,Jumla,29.2747,82.1838,32.02,42,0,4.59,NP,2022-02-01 21:28:16
457,Kholodnyy,62.7167,147.95,-1.14,97,100,3.6,RU,2022-02-01 21:28:17
458,Nuuk,64.1835,-51.7216,9.21,72,100,8.05,GL,2022-02-01 21:28:18
459,Yarada,17.65,83.2667,71.92,88,20,2.3,IN,2022-02-01 21:28:18
460,Dunedin,-45.8742,170.5036,65.28,72,100,12.1,NZ,2022-02-01 21:27:01
461,Brandon,27.9378,-82.2859,74.07,54,75,1.99,US,2022-02-01 21:28:19
462,Kiruna,67.8557,20.2251,4.12,85,100,3.44,SE,2022-02-01 21:28:20
463,Ochakiv,46.6128,31.5498,33.94,85,100,4.7,UA,2022-02-01 21:28:20
464,Sakakah,29.9697,40.2064,45.97,47,0,7.7,SA,2022-02-01 21:28:20
465,Mehamn,71.0357,27.8492,23.18,80,37,10.38,NO,2022-02-01 21:28:21
466,Laela,-8.5667,32.05,60.31,97,100,2.15,TZ,2022-02-01 21:28:21
467,Ribeira Grande,38.5167,-28.7,59.4,77,20,10.36,PT,2022-02-01 21:26:05
468,Dubbo,-32.25,148.6167,71.73,94,75,5.75,AU,2022-02-01 21:28:22
469,Ambon,-3.6954,128.1814,75.34,94,40,5.75,ID,2022-02-01 21:28:23
470,Koulamoutou,-1.1303,12.4736,76.64,78,94,2.01,GA,2022-02-01 21:28:23
471,Valpacos,41.6075,-7.3109,44.51,75,0,1.48,PT,2022-02-01 21:28:24
472,Ashdod,31.8167,34.65,51.22,79,0,5.73,IL,2022-02-01 21:28:24
473,Avera,33.194,-82.5271,65.71,48,0,10.27,US,2022-02-01 21:28:25
474,Ndele,8.4109,20.6473,73.76,19,92,3.85,CF,2022-02-01 21:28:25
475,Lata,40.1629,-8.3327,55.08,74,0,4.21,PT,2022-02-01 21:28:26
476,Luganville,-15.5333,167.1667,80.47,82,98,3.31,VU,2022-02-01 21:28:26
477,Remiremont,48.0175,6.5882,41.79,99,100,7.7,FR,2022-02-01 21:28:27
478,Vardo,70.3705,31.1107,19.38,93,20,8.05,NO,2022-02-01 21:28:27
479,La Paz,-16.5,-68.15,51.78,81,75,3.44,BO,2022-02-01 21:28:28
480,Neiafu,-18.65,-173.9833,83.08,74,75,0.0,TO,2022-02-01 21:28:28
481,Tinalmud,13.5941,122.878,76.73,84,95,14.9,PH,2022-02-01 21:28:29
482,Luderitz,-26.6481,15.1594,64.96,88,43,4.97,NA,2022-02-01 21:28:29
483,Varadero,23.1536,-81.2514,75.96,62,73,21.65,CU,2022-02-01 21:28:30
484,Tuscaloosa,33.2098,-87.5692,66.22,46,100,5.99,US,2022-02-01 21:27:13
485,Hasaki,35.7333,140.8333,32.4,45,0,23.17,JP,2022-02-01 21:28:30
486,Ca Mau,9.1769,105.15,76.23,83,31,8.88,VN,2022-02-01 21:28:31
487,Airai,-8.9266,125.4092,59.23,83,80,2.98,TL,2022-02-01 21:28:32
488,Malpe,13.35,74.7167,78.1,81,2,4.09,IN,2022-02-01 21:28:32
489,Klungkung,-8.5333,115.4,77.68,90,27,3.4,ID,2022-02-01 21:28:32
490,Luxor,25.6989,32.6421,55.78,46,0,5.59,EG,2022-02-01 21:28:33
491,Grand Gaube,-20.0064,57.6608,79.38,88,100,15.99,MU,2022-02-01 21:25:22
492,Carballo,43.213,-8.691,52.02,82,2,5.82,ES,2022-02-01 21:28:34
493,Chulym,55.0997,80.9572,19.8,96,100,8.81,RU,2022-02-01 21:28:35
494,Katsuura,35.1333,140.3,39.31,43,42,15.32,JP,2022-02-01 21:28:35
495,Harper,4.375,-7.7169,79.45,79,49,6.22,LR,2022-02-01 21:28:36
496,Mao,39.8885,4.2658,52.36,71,20,10.36,ES,2022-02-01 21:25:25
497,Baghdad,33.3406,44.4009,44.51,100,0,3.44,IQ,2022-02-01 21:28:36
498,Mitu,1.1983,-70.1733,91.44,38,100,3.51,CO,2022-02-01 21:28:37
499,Lompoc,34.6391,-120.4579,68.68,25,0,13.8,US,2022-02-01 21:29:37
500,Te Anau,-45.4167,167.7167,66.49,95,95,4.29,NZ,2022-02-01 21:29:38
501,Shimoda,34.6667,138.95,37.11,61,1,14.67,JP,2022-02-01 21:29:38
502,Karasburg,-28.0167,18.75,75.13,62,100,4.59,NA,2022-02-01 21:29:39
503,Bacolod,10.6667,122.95,75.87,86,100,8.7,PH,2022-02-01 21:29:39
504,Nizwa,22.9333,57.5333,69.01,29,3,3.04,OM,2022-02-01 21:29:40
505,Cockburn Town,21.4612,-71.1419,75.22,76,3,20.36,TC,2022-02-01 21:29:40
506,Aykhal,66.0,111.5,-23.03,100,10,3.04,RU,2022-02-01 21:29:41
507,Mega,4.05,38.3,65.61,43,99,8.61,ET,2022-02-01 21:29:41
508,Carora,10.1755,-70.0827,93.49,21,47,9.15,VE,2022-02-01 21:29:42
509,Lagoa,39.05,-27.9833,58.44,75,59,17.4,PT,2022-02-01 21:29:42
510,Dudinka,69.4058,86.1778,4.62,93,100,14.45,RU,2022-02-01 21:29:43
511,Mansehra,34.3333,73.2,42.35,51,80,4.56,PK,2022-02-01 21:29:43
512,Kuito,-12.3833,16.9333,63.48,73,100,5.5,AO,2022-02-01 21:29:44
513,Izumo,35.3667,132.7667,33.75,93,75,12.66,JP,2022-02-01 21:29:44
514,Yulara,-25.2406,130.9889,67.84,94,100,11.5,AU,2022-02-01 21:29:45
515,Drayton Valley,53.2168,-114.9854,-0.09,71,100,11.32,CA,2022-02-01 21:25:26
516,Salalah,17.0151,54.0924,68.09,52,0,5.75,OM,2022-02-01 21:29:46
517,Namatanai,-3.6667,152.4333,78.64,84,100,5.28,PG,2022-02-01 21:29:46
518,Sauda,59.6506,6.3542,41.68,98,100,9.37,NO,2022-02-01 21:29:47
519,Innisfail,-17.5333,146.0333,76.68,89,100,1.45,AU,2022-02-01 21:28:47
520,Henties Bay,-22.116,14.2845,69.85,78,2,3.58,NA,2022-02-01 21:29:48
521,Asau,46.4333,26.4,32.95,79,100,3.33,RO,2022-02-01 21:29:48
522,Lumphat,13.4878,106.9816,73.54,72,47,8.63,KH,2022-02-01 21:29:49
523,Lorengau,-2.0226,147.2712,78.57,80,100,3.51,PG,2022-02-01 21:29:49
524,Legionowo,52.4015,20.9266,35.08,91,100,8.01,PL,2022-02-01 21:29:50
525,Ucluelet,48.9329,-125.5528,43.09,81,84,1.01,CA,2022-02-01 21:29:50
526,Conceicao Do Araguaia,-8.2578,-49.2647,80.31,84,62,3.83,BR,2022-02-01 21:29:51
527,Ust-Ishim,57.6935,71.1665,1.02,100,96,3.69,RU,2022-02-01 21:29:51
528,Horasan,40.0458,42.1728,11.73,95,95,1.39,TR,2022-02-01 21:29:52
529,Pacific Grove,36.6177,-121.9166,61.61,39,0,5.99,US,2022-02-01 21:26:32
530,Milkovo,54.7167,158.6167,22.77,89,100,20.58,RU,2022-02-01 21:29:53
531,Huarmey,-10.0681,-78.1522,75.04,72,100,10.09,PE,2022-02-01 21:29:53
532,Hami,42.8,93.45,22.15,33,87,0.81,CN,2022-02-01 21:29:54
533,Naberera,-4.2,36.9333,62.51,84,90,1.1,TZ,2022-02-01 21:29:54
534,Ahipara,-35.1667,173.1667,71.92,78,100,15.5,NZ,2022-02-01 21:29:55
535,Colborne,44.0001,-77.8828,35.65,78,100,16.15,CA,2022-02-01 21:29:55
536,Howard Springs,-12.497,131.047,75.11,99,81,8.52,AU,2022-02-01 21:29:56
537,Shirokiy,49.758,129.523,-22.11,100,21,4.07,RU,2022-02-01 21:29:56
538,Paamiut,61.994,-49.6678,14.32,82,100,11.03,GL,2022-02-01 21:29:57
539,Sadu,45.6667,24.1833,30.52,87,100,0.0,RO,2022-02-01 21:29:57
540,Narasannapeta,18.4167,84.05,68.85,82,0,4.12,IN,2022-02-01 21:29:58
541,Colima,19.1667,-104.0,78.4,27,0,8.46,MX,2022-02-01 21:29:58
542,Babynino,54.39,35.73,24.55,95,87,10.07,RU,2022-02-01 21:29:59
543,Tigil,57.8,158.6667,10.4,84,88,6.89,RU,2022-02-01 21:29:59
544,Karlstad,59.3793,13.5036,23.56,93,20,8.05,SE,2022-02-01 21:31:00
545,Antsohihy,-14.8796,47.9875,74.71,90,82,2.86,MG,2022-02-01 21:31:01
546,Newala,-10.9431,39.2787,66.06,99,85,4.5,TZ,2022-02-01 21:31:01
547,Bac Lieu,9.285,105.7244,78.17,77,61,18.12,VN,2022-02-01 21:31:02
548,Keffi,8.8486,7.8736,78.21,15,0,3.94,NG,2022-02-01 21:31:02
549,Yinchuan,38.4681,106.2731,17.24,22,1,1.74,CN,2022-02-01 21:31:03
550,Beringovskiy,63.05,179.3167,1.0,82,99,15.19,RU,2022-02-01 21:31:03
551,Miraflores,19.2167,-98.8083,74.05,26,1,2.37,MX,2022-02-01 21:31:03
552,Haines Junction,60.7522,-137.5108,-27.45,68,98,3.44,CA,2022-02-01 21:27:20
553,Hastings,50.8552,0.5729,52.54,84,100,18.52,GB,2022-02-01 21:31:04
554,Kandrian,-6.2167,149.55,79.16,84,100,11.86,PG,2022-02-01 21:31:05
555,Kapoeta,4.7717,33.5903,84.25,24,90,1.45,SS,2022-02-01 21:31:05
556,Mokrin,45.9358,20.4072,32.14,80,14,6.33,RS,2022-02-01 21:31:06
557,Tautira,-17.7333,-149.15,86.02,77,25,19.39,PF,2022-02-01 21:31:07
558,Luoyang,34.6836,112.4536,32.74,62,100,2.93,CN,2022-02-01 21:30:03
559,Bichura,50.5881,107.6022,-1.05,99,100,3.0,RU,2022-02-01 21:31:08
560,High Prairie,55.4334,-116.4858,-2.9,80,76,8.86,CA,2022-02-01 21:31:09
561,Carutapera,-1.195,-46.02,77.63,88,91,8.21,BR,2022-02-01 21:31:09
562,Nhulunbuy,-12.2333,136.7667,79.41,94,100,5.75,AU,2022-02-01 21:31:10
563,Provost,52.3501,-110.2683,-2.78,90,92,11.48,CA,2022-02-01 21:31:10
564,Irinjalakuda,10.3333,76.2333,76.89,96,1,2.39,IN,2022-02-01 21:31:11
