City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
211,Florennes,50.2513,4.6064,47.93,93,75,17.27,BE,2022-02-01 21:20:20
212,Pevek,69.7008,170.3133,-12.44,86,98,3.49,RU,2022-02-01 21:17:56
213,Belmonte,-15.8631,-38.8828,82.9,78,2,8.59,BR,2022-02-01 21:20:21
214,Sabang,5.8933,95.3214,80.13,77,56,3.31,ID,2022-02-01 21:20:21
215,Corn Island,12.1694,-83.0418,79.48,69,11,9.31,NI,2022-02-01 21:20:22
216,Hearst,49.6835,-83.6665,32.25,88,100,15.01,CA,2022-02-01 21:17:02
217,Saint George,37.1041,-113.5841,54.63,23,0,3.0,US,2022-02-01 21:19:10
218,Kieta,-6.2167,155.6333,80.96,84,100,6.26,PG,2022-02-01 21:20:23
219,Calhoun,42.2506,-85.0005,47.95,61,100,10.36,US,2022-02-01 21:20:23
220,Ha Giang,22.8333,104.9833,53.71,93,100,0.58,VN,2022-02-01 21:19:16
221,Abnub,27.2696,31.1511,52.81,46,0,1.41,EG,2022-02-01 21:20:24
222,Lavrentiya,65.5833,-171.0,-0.02,78,20,16.04,RU,2022-02-01 21:20:24
223,Entre Rios,-11.9419,-38.0844,79.7,68,12,8.93,BR,2022-02-01 21:20:25
224,Ulaangom,49.9811,92.0667,-22.23,92,97,2.37,MN,2022-02-01 21:21:25
225,Cap Malheureux,-19.9842,57.6142,79.47,88,100,11.01,MU,2022-02-01 21:21:26
226,Saurimo,-9.6608,20.3916,65.35,96,100,3.33,AO,2022-02-01 21:21:26
227,Klaksvik,62.2266,-6.589,32.92,88,100,7.16,FO,2022-02-01 21:18:34
228,Valdivia,-39.8142,-73.2459,75.29,57,6,6.24,CL,2022-02-01 21:21:27
229,Huaral,-11.495,-77.2078,75.13,67,50,9.08,PE,2022-02-01 21:21:28
230,Okulovka,58.4008,33.2908,19.33,96,100,5.08,RU,2022-02-01 21:21:28
231,Inzer,54.2167,57.5556,27.23,97,100,4.23,RU,2022-02-01 21:21:29
232,Wanning,18.8003,110.3967,68.13,92,96,6.22,CN,2022-02-01 21:21:29
233,Flin Flon,54.7682,-101.865,-9.56,54,20,12.66,CA,2022-02-01 21:21:30
234,Vanavara,60.34,102.2797,-8.91,100,100,3.11,RU,2022-02-01 21:21:30
235,Lingsugur,16.1667,76.5167,70.18,33,2,3.47,IN,2022-02-01 21:21:31
236,Viedma,-40.8135,-62.9967,82.78,26,16,7.29,AR,2022-02-01 21:21:31
237,Olafsvik,64.8945,-23.7142,33.33,81,100,5.75,IS,2022-02-01 21:21:32
238,Polunochnoye,60.8697,60.4153,9.99,96,100,0.38,RU,2022-02-01 21:21:32
239,Sungairaya,0.7,108.9,76.46,89,91,7.34,ID,2022-02-01 21:21:33
240,Ouadda,8.0777,22.4007,68.81,26,43,4.32,CF,2022-02-01 21:21:33
241,North Platte,41.1239,-100.7654,31.89,37,75,4.0,US,2022-02-01 21:21:34
242,Port-Cartier,50.0334,-66.8654,5.76,86,100,1.92,CA,2022-02-01 21:21:34
243,High Rock,26.6208,-78.2833,68.02,55,92,16.98,BS,2022-02-01 21:21:35
244,Erenhot,43.6475,111.9767,-0.53,89,3,5.57,CN,2022-02-01 21:19:14
245,Isangel,-19.55,169.2667,79.38,81,100,1.19,VU,2022-02-01 21:21:35
246,Savannah Bight,16.45,-85.85,82.45,73,0,18.12,HN,2022-02-01 21:21:36
247,Along,28.1667,94.7667,50.97,98,100,1.39,IN,2022-02-01 21:21:36
248,Orange,33.7,-117.7675,65.86,63,75,1.99,US,2022-02-01 21:20:22
249,Skjervoy,70.0311,20.9714,27.45,46,89,12.95,NO,2022-02-01 21:17:20
250,Aksu,41.1231,80.2644,22.71,52,0,0.47,CN,2022-02-01 21:21:37
251,Toul,48.6667,5.9167,47.05,96,100,17.27,FR,2022-02-01 21:21:38
252,Mzimba,-11.9,33.6,63.05,95,68,6.89,MW,2022-02-01 21:21:39
253,Isla Vista,34.4133,-119.861,68.9,66,40,6.91,US,2022-02-01 21:21:39
254,Saldanha,-33.0117,17.9442,66.25,97,30,11.14,ZA,2022-02-01 21:21:40
255,Stephenville Crossing,48.5,-58.4318,14.22,67,75,5.75,CA,2022-02-01 21:21:40
256,Limbang,4.75,115.0,80.91,98,59,2.64,MY,2022-02-01 21:21:41
257,Alta Floresta,-9.8756,-56.0861,76.86,85,95,2.71,BR,2022-02-01 21:21:41
258,Chapais,49.7834,-74.8492,17.38,80,100,17.83,CA,2022-02-01 21:21:13
259,Orcopampa,-15.2661,-72.3417,47.25,89,100,9.98,PE,2022-02-01 21:21:42
260,Honningsvag,70.9821,25.9704,22.75,63,75,19.57,NO,2022-02-01 21:21:42
261,Whitehorse,60.7161,-135.0538,-14.03,76,20,18.41,CA,2022-02-01 21:21:43
262,The Valley,18.217,-63.0578,82.26,69,40,10.36,AI,2022-02-01 21:21:43
263,Roma,43.2128,-75.4557,37.44,49,0,11.5,US,2022-02-01 21:21:44
264,Maningrida,-12.0667,134.2667,77.7,89,100,9.66,AU,2022-02-01 21:21:44
265,Loukhi,66.0764,33.0381,11.57,97,100,6.71,RU,2022-02-01 21:21:45
266,Mitsamiouli,-11.3847,43.2844,81.75,74,100,0.67,KM,2022-02-01 21:17:40
267,Rottingdean,50.8098,-0.0594,52.45,89,96,10.0,GB,2022-02-01 21:21:45
268,Yar-Sale,66.8333,70.8333,-15.92,99,70,6.93,RU,2022-02-01 21:21:46
269,Amazar,53.858,120.875,-8.88,93,100,4.59,RU,2022-02-01 21:21:47
270,Lang Suan,9.9456,99.0785,77.63,82,89,5.28,TH,2022-02-01 21:21:47
271,Honiara,-9.4333,159.95,81.05,83,95,3.02,SB,2022-02-01 21:22:48
272,Dom Pedrito,-30.9828,-54.6731,92.03,24,0,7.38,BR,2022-02-01 21:22:48
273,Kankaanpaa,61.8,22.4167,9.36,95,88,2.89,FI,2022-02-01 21:22:49
274,Pisco,-13.7,-76.2167,77.05,61,0,21.85,PE,2022-02-01 21:21:17
275,Bubaque,11.2833,-15.8333,78.64,79,4,14.81,GW,2022-02-01 21:22:49
276,Kenai,60.5544,-151.2583,21.02,90,100,25.32,US,2022-02-01 21:22:39
277,Fortuna,40.5982,-124.1573,53.19,57,0,4.0,US,2022-02-01 21:22:50
278,Khandbari,27.3747,87.2039,42.84,76,30,4.5,NP,2022-02-01 21:22:51
279,Esperance,-33.8667,121.9,60.57,69,44,13.73,AU,2022-02-01 21:22:08
280,Bereda,43.2686,-7.5406,47.91,98,3,4.03,ES,2022-02-01 21:22:51
281,Iqaluit,63.7506,-68.5145,-14.31,75,75,8.99,CA,2022-02-01 21:22:52
282,Yeppoon,-23.1333,150.7333,78.58,74,99,3.0,AU,2022-02-01 21:22:52
283,Taltal,-25.4,-70.4833,68.88,68,20,4.65,CL,2022-02-01 21:22:53
284,La Ronge,55.1001,-105.2842,-5.55,54,40,11.5,CA,2022-02-01 21:22:53
285,Tizapan El Alto,20.1667,-103.0667,78.85,23,0,10.07,MX,2022-02-01 21:22:54
286,Jiuquan,39.7432,98.5174,19.72,30,38,5.57,CN,2022-02-01 21:22:54
287,Mengcheng,33.2579,116.5655,33.62,55,100,5.17,CN,2022-02-01 21:22:55
288,Abha,18.2164,42.5053,55.65,72,0,5.75,SA,2022-02-01 21:18:02
289,Kamenka,51.3223,42.7678,29.75,94,99,9.22,RU,2022-02-01 21:22:56
290,Goderich,43.7501,-81.7165,40.91,56,100,18.41,CA,2022-02-01 21:22:03
291,Baoshan,46.5586,131.4244,-1.21,92,50,7.63,CN,2022-02-01 21:22:56
292,Ponta Delgada,37.7333,-25.6667,58.5,77,20,8.05,PT,2022-02-01 21:21:17
